season,rule_variant,exact_match_rate,hit_rate_any,align_fan,align_judge,sens_fan,sens_judge
27,percent_js,0.0,0.2857142857142857,0.0,1.0,0.33075233263448833,0.9326963551550461
27,rank,0.42857142857142855,0.7142857142857143,0.4,0.2,0.6291658300849127,0.7152064354513836
27,rank_js,0.14285714285714285,0.42857142857142855,0.0,0.8,0.6291658300849127,0.7152064354513836
28,percent,1.0,1.0,0.8333333333333334,0.5,0.762834031775568,0.31940811681892545
28,percent_js,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.762834031775568,0.31940811681892545
28,rank,0.7142857142857143,0.7142857142857143,0.5,0.5,0.5956530855859915,0.5878669927066997
28,rank_js,0.7142857142857143,0.7142857142857143,0.5,0.6666666666666666,0.5956530855859915,0.5878669927066997
29,percent,1.0,1.0,1.0,0.42857142857142855,0.9481021747314162,0.15683981800896846
29,percent_js,1.0,1.0,1.0,0.42857142857142855,0.9481021747314162,0.15683981800896846
29,rank,1.0,1.0,1.0,0.42857142857142855,0.44365660690566594,0.7199174960647975
29,rank_js,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.5714285714285714,0.44365660690566594,0.7199174960647975
30,percent,1.0,1.0,1.0,0.6,0.9642898022322512,0.02709028493120777
30,percent_js,1.0,1.0,1.0,0.6,0.9642898022322512,0.02709028493120777
30,rank,0.875,0.875,0.8,0.6,0.41692537693512605,0.7020185427592631
30,rank_js,0.75,0.75,0.6,0.6,0.41692537693512605,0.7020185427592631
31,percent,1.0,1.0,1.0,0.16666666666666666,0.8483492897935545,0.38069511013184215
31,percent_js,0.8888888888888888,0.8888888888888888,0.8333333333333334,0.3333333333333333,0.8483492897935545,0.38069511013184215
31,rank,0.8888888888888888,1.0,1.0,0.16666666666666666,0.6397599156735224,0.6143297487647901
31,rank_js,0.7777777777777778,0.8888888888888888,0.8333333333333334,0.3333333333333333,0.6397599156735224,0.6143297487647901
32,percent,1.0,1.0,0.8888888888888888,0.2222222222222222,0.8625765885466495,-0.06373746811424155
32,percent_js,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.8625765885466495,-0.06373746811424155
32,rank,1.0,1.0,0.8888888888888888,0.2222222222222222,0.3664561255299887,0.4711146087963849
32,rank_js,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.3664561255299887,0.4711146087963849
33,percent,1.0,1.0,1.0,0.25,0.8914712956000067,0.3249601240433001
33,percent_js,0.8333333333333334,0.8333333333333334,0.75,0.5,0.8914712956000067,0.3249601240433001
33,rank,1.0,1.0,1.0,0.25,0.6584450429926867,0.5956754462403825
33,rank_js,0.8333333333333334,0.8333333333333334,0.75,0.5,0.6584450429926867,0.5956754462403825
34,percent,0.875,0.875,1.0,0.0,0.8710174027857289,-0.03945146884783604
34,percent_js,1.0,1.0,0.8571428571428571,0.14285714285714285,0.8710174027857289,-0.03945146884783604
34,rank,0.75,0.75,0.7142857142857143,0.0,0.4047980610162215,0.49094689814770365
34,rank_js,0.625,0.625,0.42857142857142855,0.42857142857142855,0.4047980610162215,0.49094689814770365
