event_id,season,week,rule_mode,elim_count,hard_hit_set,hard_hit_all_in_bottomk,hard_hit_k1_exact,hard_stage1_hit_bottom2,hard_stage2_hit_pred,use_two_stage,ppc_p_mean,ppc_p_q025,ppc_p_q975,ppc_logp_mean,ppc_logp_q025,ppc_logp_q975,pi_hdi_width_mean,pi_hdi_width_median,pi_sd_mean,pi_sd_median,pi_mean_max,pi_mean_min
11-7,11,7,percent,1,1,1,1.0,,,0,0.1682106256246377,0.1294201374822005,0.1834263321191762,-1.7861962069202224,-2.0446913074120356,-1.695942151960541,0.5073824159907129,0.5084058034338188,0.17621341493357776,0.1782178069571414,0.178775902474605,0.1512794100281056
11-8,11,8,percent,1,1,1,1.0,,,0,0.2044284305833208,0.1557725264045302,0.2270488115523154,-1.592064905349982,-1.859358500031322,-1.4825902557689106,0.592400383173181,0.6087400736317907,0.1964875871768032,0.2002137327494547,0.2114984079889924,0.1768411000390174
11-9,11,9,percent,1,1,1,1.0,,,0,0.2533335582579388,0.1837091136319928,0.2875216969211883,-1.3793035692918132,-1.69440170029071,-1.246456954177021,0.696008882151759,0.7164439915280838,0.22214978383791498,0.22710615634985448,0.2609310670542425,0.2231888173728009
11-10,11,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.8459007123388359,0.8436212952144627,0.25973963794846155,0.2600146143667275,0.336771614923838,0.3309318453635223
12-1,12,1,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.282118751763122,0.2821843802273999,0.11821931810596328,0.1179078119871154,0.0990185194864408,0.0857310006308422
12-2,12,2,percent,1,1,1,1.0,,,0,0.0919272074128039,0.0789175486546156,0.0967830749098074,-2.388275596859029,-2.5393517807417485,-2.3352831459660415,0.27964279795627606,0.2791038522338258,0.11845153761874014,0.1178312553731958,0.0986244057418029,0.0825180409923927
12-3,12,3,percent,1,1,1,1.0,,,0,0.1021105763564154,0.0852902984623526,0.1082553343799298,-2.2836182712074216,-2.4616946629278154,-2.2232626350133406,0.3096399082431337,0.3035072285917913,0.12683681201107772,0.12343294140155135,0.1101482129735884,0.0909057082055624
12-4,12,4,percent,1,0,0,0.0,,,0,0.1122203944776289,0.0919243683649436,0.119385795101867,-2.1893827704524105,-2.3867891544509905,-2.125395054097428,0.34540777369534925,0.3462581006091647,0.13461604494528545,0.1343499753571888,0.1182798037983561,0.1014209557370243
12-5,12,5,percent,1,1,1,1.0,,,0,0.126348260088293,0.1003918159749954,0.1356540366184325,-2.0714294422852504,-2.298674590867808,-1.9976474828416213,0.3858067500303576,0.3847750957656215,0.14553979027361244,0.14614378887395735,0.1341807280710881,0.1167378772917283
12-6,12,6,percent,1,1,1,1.0,,,0,0.145596810182116,0.1156628014873505,0.1573596060419376,-1.9296961357138929,-2.15707620638359,-1.8492216084580173,0.4402398952885186,0.4369857771432868,0.15965723566673848,0.1612857035316506,0.1526490435416186,0.1277286591641065
12-7,12,7,percent,1,1,1,1.0,,,0,0.168333847446166,0.1292306775612745,0.1843083589915673,-1.7855061312094938,-2.0461563281303667,-1.691145059981919,0.5066900338817233,0.5105682196843104,0.1760942904268448,0.17817278944059556,0.1748859259834219,0.153461850199182
12-8,12,8,percent,1,0,0,0.0,,,0,0.201729440261556,0.1490894107622903,0.2240214209379703,-1.6057654490821318,-1.9032090833936,-1.4960136026223432,0.5935999295831238,0.6020171450635629,0.19768538266579744,0.1994670422925568,0.2095497608510836,0.1825723969385922
12-9,12,9,percent,1,1,1,1.0,,,0,0.259934872054059,0.1851728045045314,0.2958163857366436,-1.3537091373771968,-1.686465871748951,-1.2180163356417844,0.705522618405892,0.7213256828776922,0.22366023137454402,0.22639041122698655,0.2631600316634509,0.2228633155669846
12-10,12,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.8387174847457474,0.8410022885771219,0.2562088590205079,0.2565741819338539,0.3363811957658922,0.3295769929385098
13-1,13,1,percent,1,1,1,1.0,,,0,0.0844167715612415,0.0713094122003835,0.0887168271607174,-2.4736920483153435,-2.6407269518563368,-2.422305699007832,0.2580700632703729,0.24893551227973354,0.11197093205497381,0.1100028867628928,0.0920086855123437,0.0784088004242866
13-2,13,2,percent,1,0,0,0.0,,,0,0.091182300011558,0.0774863714241839,0.0957203173115541,-2.396414985834251,-2.5576532158483323,-2.346324701230948,0.2817533536881215,0.2806249458931782,0.11771509114312008,0.1195552865504649,0.0973022298691695,0.0814122787660125
13-3,13,3,percent,1,0,0,0.0,,,0,0.1003762313650149,0.0840372942076338,0.1059797241229368,-2.300557525430767,-2.476494610207693,-2.244507485027208,0.31173205954264116,0.3074407445726207,0.12557737009202924,0.12449491954453415,0.1082500887166739,0.0913134522728653
13-4,13,4,percent,1,1,1,1.0,,,0,0.1121617731029985,0.0902214467442439,0.119576673820763,-2.1902126185626116,-2.40548812398436,-2.1237974916490296,0.3414172734161797,0.3482911931014345,0.13521028468063842,0.1339970395044877,0.1177980583460448,0.1046620446289092
13-5,13,5,percent,1,1,1,1.0,,,0,0.1274265508471059,0.1028610660851452,0.1367784466654533,-2.062737995473618,-2.2743760742741217,-1.9893928400989065,0.3888951424622128,0.3778661734035099,0.14743902438314435,0.14525718359764825,0.1337653551585239,0.1140391966395198
13-6,13,6,percent,1,1,1,1.0,,,0,0.1459146329496342,0.1126645879738114,0.1583866120564802,-1.928162277432079,-2.183340646883095,-1.8427163231370112,0.44938108073269334,0.4468430715813251,0.16044253772569755,0.1583099372186725,0.1555710008719451,0.1329577315155112
13-7,13,7,percent,1,0,0,0.0,,,0,0.1684973186006109,0.1301773314521147,0.1840619954280252,-1.7845307192527426,-2.0388578067761434,-1.6924826465181122,0.502311803344285,0.5105620321935854,0.175536042466524,0.17843836306786146,0.1742398203048807,0.1529496168727026
13-8,13,8,percent,1,1,1,1.0,,,0,0.204952184506142,0.1502992097585428,0.2287848215479398,-1.5900692499470417,-1.895127249617151,-1.474973361101297,0.5931486734102862,0.6030176992696555,0.19774025241125698,0.2008124842900433,0.2089064800495386,0.1850325168936765
13-9,13,9,percent,1,1,1,1.0,,,0,0.2593669220591044,0.1845272901136047,0.2960122202769226,-1.3559297998945488,-1.6899579215233582,-1.2173545408523918,0.713361375337633,0.720922489386272,0.2254018590154836,0.22922639031284991,0.2609209622729773,0.2262229926012415
13-10,13,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.8354977528020268,0.8347004857424726,0.258667437480147,0.2584519738977766,0.336130850279525,0.329953813668414
14-1,14,1,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.2574242969755575,0.25330447026611935,0.11104232091657519,0.11085524699249795,0.090589118943227,0.0795484360144686
14-2,14,2,percent,1,1,1,1.0,,,0,0.0844743083869143,0.0715950411453999,0.0888286706932329,-2.472808096104414,-2.6367294687597647,-2.421045814683698,0.25703126974165524,0.2510174259987129,0.11067574776763589,0.11058091731773415,0.0920757945603152,0.0790920468520458
14-3,14,3,percent,1,1,1,1.0,,,0,0.0915498437778712,0.0781443799865751,0.0962589623551185,-2.392464563482972,-2.549197152826135,-2.340713194772582,0.2813552006045053,0.2723136084922459,0.11637449045600098,0.1154663154995419,0.1006472462675584,0.0824975680034609
14-4,14,4,percent,1,1,1,1.0,,,0,0.1009705462178521,0.0829515789340641,0.1067181749610805,-2.2949455711269025,-2.4894983232593795,-2.2375637981516316,0.3116643531419629,0.3098805480844619,0.12547590318821783,0.12534066000160599,0.1099674011096773,0.0918667389867611
14-5,14,5,percent,1,1,1,1.0,,,0,0.1132782532266813,0.0920342748506642,0.1208680884075562,-2.180241881433891,-2.3855944493421344,-2.113055506517627,0.34268635237254913,0.3310001473029551,0.13539017388294083,0.1358521442574133,0.1221256086208268,0.1023414711613093
14-6,14,6,percent,1,1,1,1.0,,,0,0.1276467701335376,0.1009759470231429,0.1374755756490916,-2.061397587773338,-2.2928729719045347,-1.9843090092984832,0.3871629897849483,0.37614711809883083,0.1453891187615557,0.14247942282190806,0.1370378604243921,0.1178978973236586
14-7,14,7,percent,1,1,1,1.0,,,0,0.1443656627162726,0.1154480725861299,0.1555520266437112,-1.9382146491793932,-2.158934438193862,-1.8607750272644297,0.4389466298913603,0.4321228757393219,0.1581234522536604,0.1571747146748877,0.1570831796711631,0.1267042772682295
14-8,14,8,percent,2,0,0,,,,0,0.0679621107626051,0.048610282730137,0.0811614798006305,-2.696767131229184,-3.023920193553259,-2.511314531334439,0.49924714957203403,0.5009270584168958,0.1739444324319194,0.1760085282843018,0.1792199885364533,0.1539356687492762
14-9,14,9,percent,1,1,1,1.0,,,0,0.2524617839157656,0.1817008036642687,0.2864260139358724,-1.3828965474040709,-1.7053938863075495,-1.2502750178473023,0.6973963063868898,0.7176212699734611,0.2215050384852169,0.2264678066651504,0.2603602442195869,0.2244955572943647
14-10,14,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.8267860102531995,0.821125179506367,0.25544044203085786,0.2553207933146874,0.3390146563816419,0.3257373901267264
15-1,15,1,percent,1,1,1,1.0,,,0,0.0776915319482428,0.0663267235139613,0.0813904154330213,-2.5565788080999834,-2.713162406987732,-2.5084977595311635,0.23575481498136494,0.235168249365188,0.1058453768494863,0.1053523050049679,0.0845905882837801,0.0728926809772726
15-2,15,2,percent,1,0,0,0.0,,,0,0.0836355017395828,0.0701804208182577,0.0876742016237928,-2.4829088345386348,-2.656685913296326,-2.4341275890892784,0.26157500129175776,0.26072768916458267,0.11131816591146625,0.11173258479510145,0.0896043809846086,0.0785225913793369
15-3,15,3,percent,2,0,0,,,,0,0.0183667726943391,0.0145233662110141,0.0202117614914427,-4.000650571285432,-4.231996553790864,-3.901490591991523,0.2826083033032818,0.2814246343932163,0.11824386697009662,0.1190557851729165,0.0994842941441867,0.083029860128303
15-4,15,4,percent,1,1,1,1.0,,,0,0.1123500228143795,0.090881223659513,0.1195516982688232,-2.188536040237865,-2.3982019339746223,-2.1240063796678808,0.34978469118256356,0.3442836698112226,0.137816675357589,0.1351755172025735,0.1228973630706315,0.1015859450241987
15-5,15,5,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.39002404175935046,0.3858178469517495,0.14706252296645372,0.1467392004445795,0.1327785359974683,0.1192649604028799
15-6,15,6,percent,1,0,0,0.0,,,0,0.1250930298922518,0.0994409620024037,0.1338810800986181,-2.0814099231040344,-2.308191256404723,-2.010803335028442,0.39030862243509534,0.38085660787942766,0.14779745704405597,0.14760079346702026,0.1343365681443786,0.1158494597618059
15-7,15,7,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.44096597787606945,0.4431212748059739,0.16071657552799684,0.158309980185593,0.1533417262424016,0.136336657987889
15-8,15,8,percent,2,1,1,,,,0,0.048508611440436,0.0351401282506455,0.0564599591909448,-3.0330301001469766,-3.348411565146492,-2.874223578953762,0.44367965601549597,0.4389968109845341,0.16144651753902747,0.1597674349001864,0.152906129669501,0.1324396528397671
15-9,15,9,percent,2,1,1,,,,0,0.1024318538671063,0.0726758206029731,0.1267257825385196,-2.2885974161550973,-2.6217465495801995,-2.065729724238292,0.592657769879206,0.6087058393226324,0.19628650992284416,0.2033736148805973,0.2134297904974475,0.1828041638090699
15-10,15,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.8390081233099688,0.8409868892092525,0.2576554930275548,0.2563944453478013,0.3361128999414078,0.3300321679496178
16-1,16,1,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.256748861766862,0.2528451717019055,0.11136372762189067,0.11116038186131855,0.0902245140879721,0.0785865666332425
16-2,16,2,percent,1,1,1,1.0,,,0,0.0845620688831587,0.0725025988428516,0.0888585811213072,-2.4718080306101036,-2.624132871666093,-2.420709149183362,0.25899109975337636,0.2505153921356331,0.11196924385735042,0.1131487619307795,0.0902599559314151,0.0782146676297279
16-3,16,3,percent,1,1,1,1.0,,,0,0.0924675142362173,0.0767206130114797,0.0977059983677025,-2.3827685527090328,-2.5675848792843454,-2.325792326073159,0.28223631726169374,0.2774318923805389,0.11774428469322977,0.1169504005121816,0.1003132723813951,0.0859597349494522
16-4,16,4,percent,1,1,1,1.0,,,0,0.1015731017453654,0.0843415839924592,0.1075350347542568,-2.288908220714176,-2.4728804017443617,-2.229938579971641,0.30993790998024495,0.30464695867051217,0.12714428684222753,0.12597118981115724,0.1074466862543152,0.0917933630512491
16-5,16,5,percent,1,1,1,1.0,,,0,0.1133267178261742,0.0938043187150445,0.1206772276426715,-2.179545076157496,-2.3665443931077204,-2.1146358377926795,0.3410102695640881,0.3356735166741537,0.13442064111981733,0.134835740686081,0.1187522852318839,0.0996506401597979
16-6,16,6,percent,1,1,1,1.0,,,0,0.1270880539500435,0.1024340470143145,0.1361773057224942,-2.065350362872945,-2.278536146185818,-1.993797524485437,0.3906292529035709,0.38900563625520856,0.14793536296022033,0.14746569560156142,0.1339551853789478,0.1127520392994056
16-7,16,7,percent,1,1,1,1.0,,,0,0.1479436507565918,0.1152557983153797,0.1606508021894699,-1.914100061988864,-2.1606012876580953,-1.8285222001013264,0.4507139224855093,0.4675403963792929,0.16169182183321265,0.1614500788753254,0.1527211146156759,0.1285388145148475
16-8,16,8,percent,1,1,1,1.0,,,0,0.1707169743984788,0.1304219079007855,0.187305625632096,-1.7716180568022692,-2.036980639809825,-1.675013634574303,0.5106083633619646,0.5179533449533216,0.17684591911192735,0.1791079565567962,0.1729245747688843,0.1532235555507719
16-9,16,9,percent,1,1,1,1.0,,,0,0.2044081850136078,0.1501869781647621,0.227212753311652,-1.592457327496911,-1.8958744199741464,-1.481868462031423,0.5874088766296135,0.6043443645268893,0.19684385761201628,0.2008826079988374,0.2068323255306441,0.1783640481931508
16-10,16,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.7100273008700867,0.7093294403269045,0.2238787991037893,0.2241396497412762,0.2521550300620482,0.2484590203300725
17-1,17,1,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.25645807897773915,0.24630201092523402,0.11167766274585905,0.1095496714617204,0.0890363391661505,0.0792971797200267
17-2,17,2,percent,1,1,1,1.0,,,0,0.0843839186514201,0.0724361326992173,0.0886317451172782,-2.473858477871405,-2.625050033903732,-2.4232651885479473,0.26005317667469696,0.2514875213171543,0.1114818447092394,0.10894894042683685,0.0911833161564532,0.0759179581519286
17-3,17,3,percent,1,1,1,1.0,,,0,0.0926025526653556,0.0777084567417243,0.0978427137088027,-2.3811128917554667,-2.5547912149043013,-2.3243940520803186,0.28085130787298557,0.2743495149728209,0.1173415560575865,0.1168072753682278,0.0975235893712588,0.0854984938882699
17-4,17,4,percent,1,1,1,1.0,,,0,0.1017962214517358,0.0851044670220166,0.107910436536713,-2.2866160156422137,-2.463875982741182,-2.226453687240332,0.31558002650021955,0.3114259620404048,0.12540824333221862,0.1220458861292818,0.1081365413335981,0.0914053199708316
17-5,17,5,percent,1,0,0,0.0,,,0,0.1110003960208997,0.0901453011527052,0.1180007142153988,-2.2005960195231604,-2.406332469235351,-2.137064603655008,0.3461027982075844,0.3344647315648781,0.13418679478741016,0.1330833885285665,0.1203192373707935,0.1042528506059383
17-6,17,6,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.3914152648844835,0.3852179967082997,0.14575147954370632,0.14395341224330466,0.1341079372509044,0.1200230346462271
17-7,17,7,percent,1,1,1,1.0,,,0,0.1260136710112027,0.1020245888848927,0.1347903812291063,-2.073874399820475,-2.2825414681691867,-2.004034438921966,0.39250985470388483,0.39897422066519833,0.14492983986533423,0.146748286096932,0.1321292777324644,0.1130708751244622
17-8,17,8,percent,1,1,1,1.0,,,0,0.1441556893982624,0.1144219918808489,0.1553661945841718,-1.939760590334172,-2.1678620148947023,-1.8619704027865225,0.4461372076383973,0.4661856580145114,0.15958504432291115,0.1638506013657618,0.1508692002877428,0.1274626321278154
17-9,17,9,percent,1,0,0,0.0,,,0,0.1667872999613842,0.1279069036164172,0.1817763537880944,-1.7949107902839323,-2.056452668138671,-1.7049781732944709,0.4996729545256662,0.5112689606522889,0.17303031186998055,0.1762414439226959,0.174477543950348,0.1536608023192521
17-10,17,10,percent,1,1,1,1.0,,,0,0.203791902677896,0.1514803820449435,0.2262822933616338,-1.595274294009872,-1.8872997747372036,-1.48597197352832,0.5890931867254711,0.6027538071276712,0.1945043770413021,0.1987420037196693,0.2083803678109083,0.1786069808652076
17-11,17,11,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.6983574565803332,0.697554432934816,0.222378116251188,0.2232199681500688,0.2540884428077536,0.2438398873296984
18-1,18,1,percent,1,0,0,0.0,,,0,0.084136592838367,0.071243637788392,0.0884334267553733,-2.476952483538543,-2.6416497697107895,-2.4255052500957945,0.26055004510563345,0.25789247895341416,0.1112331437141444,0.11123586021699744,0.088483602425674,0.0799946284347169
18-2,18,2,percent,2,1,1,,,,0,0.0186925664247031,0.0147507883364534,0.0206641756573168,-3.98298163652754,-4.216458799162302,-3.879353723710716,0.28026017324127567,0.2768247604634709,0.11760493976461403,0.1179032106586349,0.0977394765088964,0.0823088991503532
18-3,18,3,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.34634236016198305,0.3473969148995404,0.13628290459124115,0.1372010664509634,0.1156460813647056,0.1059648053417157
18-4,18,4,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.34699238573318847,0.3385686589182309,0.13528827798214238,0.1356987710405488,0.1170240887004074,0.1063911466575303
18-5,18,5,percent,1,0,0,0.0,,,0,0.1119571100505455,0.0910422489503982,0.1191060298104833,-2.1918766219103736,-2.39643161458135,-2.127741175781492,0.3446294979268569,0.35474627316629,0.13534037411495808,0.1329197100025578,0.1179159106740861,0.1025680274780536
18-6,18,6,percent,1,1,1,1.0,,,0,0.1264692328503069,0.1014938885588114,0.1355249302820248,-2.0704328373393848,-2.2877567487984427,-1.9985996682685472,0.38704179134825206,0.39432048594960345,0.14664909287269612,0.14775643597285382,0.1324620706485682,0.1140089096008332
18-7,18,7,percent,1,1,1,1.0,,,0,0.144622669616052,0.1126389895792928,0.1563583733045698,-1.9369055716751944,-2.183567640891654,-1.85560464169808,0.4445304165630669,0.4416476429798092,0.15951343485984845,0.1595352804914322,0.1526153333387767,0.1318653146120262
18-8,18,8,percent,1,1,1,1.0,,,0,0.167791005538807,0.1267907042461311,0.1832782456161325,-1.7890341182808829,-2.065217552945543,-1.6967498130354572,0.5140532833112588,0.5128088176887948,0.1778267684113363,0.17842202951425717,0.1727292304638064,0.1526081635632581
18-9,18,9,percent,1,1,1,1.0,,,0,0.2027702877133867,0.1543866496728928,0.2243110771462246,-1.600015793968176,-1.8682951958646783,-1.4947214533157618,0.5874235036243436,0.6073960545286669,0.19471600186487759,0.198178815815383,0.2102484419133359,0.1746191850833255
18-10,18,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.7139732143285522,0.7149188818728966,0.2257891366325432,0.22504153714495173,0.2523169880612388,0.2484334784035248
19-1,19,1,percent,1,0,0,0.0,,,0,0.0778852959350883,0.0666783424109067,0.0815527875848767,-2.5539934496857724,-2.707875086809811,-2.5065047680580648,0.23648995453571672,0.2364802016115445,0.1059734501909771,0.1035114271775776,0.0830420109047919,0.0718171793916682
19-2,19,2,percent,1,0,0,0.0,,,0,0.0840526417816377,0.0725303026951706,0.0879862303692071,-2.4776579102781913,-2.6237508593435983,-2.430574950011736,0.2592525203256045,0.2632480822724751,0.11160981067359659,0.11172533248891514,0.092540621063159,0.0737032656962846
19-3,19,3,percent,1,1,1,1.0,,,0,0.0918273411056916,0.0755094098943884,0.097179127359969,-2.3899070641600977,-2.58349804124432,-2.3311993296725793,0.2881934835361656,0.285928038716205,0.11859373725847697,0.1177592815552182,0.0970986518552675,0.0853555287202822
19-4,19,4,percent,1,0,0,0.0,,,0,0.1009706096518575,0.0840039770257181,0.1067124422796227,-2.2948306206388542,-2.476891137639486,-2.237617517601174,0.31217739599553224,0.3194421748743217,0.1270377160433513,0.1281618446033608,0.1052114090083528,0.0913156228641696
19-5,19,5,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.3444211800952406,0.3415703372695189,0.1349169817629108,0.1347201942351301,0.1169219603382572,0.106187250646065
19-6,19,6,percent,1,0,0,0.0,,,0,0.1115773434938694,0.0903534036812065,0.1186269439282157,-2.1953881470996968,-2.4040265965011116,-2.1317716350203413,0.3478293053608599,0.345071235528391,0.13507401504676253,0.1337418974209882,0.1185421270011514,0.1046151275479984
19-7,19,7,percent,1,0,0,0.0,,,0,0.126247251667778,0.1006596015234775,0.1355019475528545,-2.072299068140345,-2.296010736486833,-1.998769265762527,0.3891806269748066,0.3958121957675052,0.14730584757914378,0.14909846075990174,0.1308654063547244,0.1179082039963319
19-8,19,8,percent,1,1,1,1.0,,,0,0.1473143159621167,0.1173669646729304,0.1596685269720584,-1.9180876230752664,-2.142449802473634,-1.8346553198576323,0.4317817174609121,0.4428634938017636,0.1573842674040526,0.1622300093554017,0.1489488965195922,0.1284376436403484
19-9,19,9,percent,1,0,0,0.0,,,0,0.1676943983232535,0.1263744080549609,0.183608522657932,-1.789845980351499,-2.0685062894517685,-1.6949493821725297,0.5146428150334744,0.5128424774284035,0.17627022397123868,0.17582853898495435,0.1742714623114818,0.1575907188945997
19-10,19,10,percent,1,1,1,1.0,,,0,0.2052033250054044,0.1525467486004479,0.2285489084651193,-1.5885731424263374,-1.8802841880269876,-1.4760050501306028,0.5954077775019904,0.6069475468817266,0.19646824918343214,0.1992363325360419,0.2073664056369231,0.1821997916909814
19-11,19,11,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.7161968220254824,0.7171852457978147,0.22618734282023154,0.2264756812131672,0.2551521845069238,0.2481794925355582
20-1,20,1,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.26033015475093846,0.2559402842921022,0.11239643122594993,0.11155842078563474,0.0908794275919839,0.0781054807390395
20-2,20,2,percent,1,0,0,0.0,,,0,0.0833413560000969,0.0705197787251335,0.087174043078635,-2.4863257417560436,-2.6518620847301477,-2.4398486636248142,0.25834941813816437,0.25539843291715925,0.11152402680217133,0.109598183878704,0.0929551141832677,0.0765885308082246
20-3,20,3,percent,1,1,1,1.0,,,0,0.0922371337564718,0.0775837861762687,0.0973631778894226,-2.3851475436973293,-2.5563968420847467,-2.329307190237556,0.28280970200871125,0.276887933282978,0.11731465429693816,0.1153915861584263,0.1016892807202205,0.0849644557259957
20-4,20,4,percent,1,0,0,0.0,,,0,0.1008247086734502,0.0834511091344122,0.106707275643969,-2.2963326398230333,-2.483494356117243,-2.2376659351469423,0.30731060780986114,0.2981290512450492,0.1253281370893909,0.12554735878177886,0.1088491324188191,0.0917845662037497
20-5,20,5,percent,1,0,0,0.0,,,0,0.1122575322669047,0.0917559316973943,0.1196878782995099,-2.1893866596586853,-2.3886231478514186,-2.1228679394779393,0.3436318036888472,0.3364274486163326,0.13415627336291566,0.1329183367760235,0.1239470241867031,0.1040130378624611
20-6,20,6,percent,1,1,1,1.0,,,0,0.1258954772096091,0.1010607013005269,0.1348477691441831,-2.075005284693932,-2.292033940463605,-2.0036087728054173,0.3892270809174338,0.38307935944735294,0.14646578266699237,0.14348197065479926,0.1377546525836741,0.1164133099400561
20-7,20,7,percent,1,0,0,0.0,,,0,0.1427929413656649,0.1094558411727089,0.1543282251637831,-1.9497648750583592,-2.2122341179410845,-1.868673612507408,0.4440319288586256,0.4397298686181749,0.15995899273253414,0.1599250685947446,0.1524769746390332,0.133340923996105
20-8,20,8,percent,2,1,1,,,,0,0.0696249884486317,0.0504229842062877,0.083045486982228,-2.672053284719374,-2.987308217690561,-2.488366790097435,0.5136970317313595,0.5340075294367204,0.1778945495138622,0.18385447267599825,0.180455297904376,0.1462265019179572
20-9,20,9,percent,1,1,1,1.0,,,0,0.2535683343547629,0.1846765783239294,0.2864290501652296,-1.3778044175319029,-1.689149210853371,-1.2502644169370014,0.690045918472257,0.7165660724093199,0.22051768135932465,0.22724062571880035,0.2615494749162358,0.2183704018164787
20-10,20,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.8375284311881299,0.8367487428113147,0.25777424447207187,0.2581197811301051,0.3370280984186456,0.3294286925225682
21-1,21,1,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.23851915045295893,0.2390674665808429,0.1061021461392273,0.1054841715353659,0.0815336786698845,0.0726563291038171
21-2,21,2,percent,3,0,0,,,,0,0.0036017792849705,0.0027313501048587,0.0040888159706759,-5.630788328103444,-5.902959259790916,-5.4994998445662775,0.23709411453529927,0.2371687639161985,0.10516051088984012,0.105222200926621,0.0825553114634834,0.0721320046698621
21-3,21,3,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.3115548251952056,0.3161105596322753,0.12641945009790237,0.1275119264009523,0.1068941491657917,0.0924714038911986
21-4,21,4,percent,1,1,1,1.0,,,0,0.10192560574854,0.0820664591404055,0.1085915008436044,-2.285755767573264,-2.5002258840226297,-2.2201621356668375,0.3095568022129875,0.30691147361562954,0.12758580799011776,0.12806487646567044,0.1067570234811435,0.0953234792265481
21-5,21,5,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.34521297827038533,0.3448615186317789,0.13468301882739128,0.1328578533650554,0.1178587992790512,0.1045475592064247
21-6,21,6,percent,1,1,1,1.0,,,0,0.1137751597364413,0.0925376779141995,0.1212988136174685,-2.1756740343060232,-2.380139388788004,-2.1094982436471934,0.34374881159285847,0.3472155103481701,0.13571757888367808,0.1350037873063859,0.1157044379415811,0.1020494973362045
21-7,21,7,percent,1,1,1,1.0,,,0,0.1255879477819698,0.1007238243103685,0.134417547383083,-2.0773145611231993,-2.295372922757188,-2.0068042986226566,0.384527156996175,0.3985541023431963,0.14543701553689461,0.146488552776822,0.1316679576123786,0.1152393924349468
21-8,21,8,percent,1,1,1,1.0,,,0,0.1452067455344177,0.1118946022405519,0.1572526925026324,-1.9328880363636016,-2.1901979082761636,-1.8499012614542691,0.4408575069441875,0.4394970016788649,0.15932162350718274,0.160928145756671,0.1482902586305239,0.1324159133299204
21-9,21,9,percent,2,0,0,,,,0,0.0680027481130234,0.0489293408107803,0.0806691627046793,-2.6959380055105453,-3.0173780521796414,-2.517398899356602,0.5076372898461126,0.5319862171425453,0.1756419937610163,0.18158174023471768,0.1764291637057015,0.1500287374881918
21-10,21,10,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.7041403136694009,0.702039988259661,0.22347291540265937,0.2237391976680159,0.2531214182172264,0.246177167863533
21-11,21,11,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.7095093159920083,0.7099668902493508,0.22311459596260796,0.22269385064806518,0.2545907844509055,0.245016120395427
22-1,22,1,percent,0,1,1,,,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.25801977628790723,0.2568031635192458,0.11089140306537343,0.11036065832986745,0.0896968791307243,0.0792086531332973
22-2,22,2,percent,1,1,1,1.0,,,0,0.0849316525036225,0.0730090098305346,0.0893109105934379,-2.4673507187616677,-2.6171724260861686,-2.4156316195376353,0.25823552796125077,0.2567987182583178,0.11153013245950218,0.10980906230555035,0.0911607205440404,0.0771875708006171
22-3,22,3,percent,1,1,1,1.0,,,0,0.0919422597060132,0.0767982558465401,0.096882738004551,-2.3883113995748992,-2.5665733720748114,-2.3342539185105498,0.27858993915974367,0.269868623166518,0.11675916399181968,0.1175751393088628,0.098377691515484,0.0852029458601198
