event_id,season,week,elim_count,use_two_stage,rule_mode,ppc_p_mean,ppc_p_q025,ppc_p_q975,ppc_logp_mean,ppc_logp_q025,ppc_logp_q975
22-8,22,8,1,0,percent,0.1671174694874392,0.1289772075746526,0.182068707709541,-1.7928527177686198,-2.0481197566662117,-1.7033711488217704
22-9,22,9,2,0,percent,0.1019293275052734,0.0709783956267885,0.1254746340092929,-2.2937553998919,-2.6453797375985206,-2.0756516684826707
22-10,22,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
23-1,23,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
23-2,23,2,1,0,percent,0.0774696851167175,0.0664352167951663,0.0810732800283285,-2.559274756221214,-2.711527990661757,-2.512401841600407
23-3,23,3,1,0,percent,0.0840927682463063,0.0713055894737499,0.088387747786573,-2.477501890534344,-2.640780561292361,-2.426021918649638
23-4,23,4,2,0,percent,0.0185638402565843,0.014389956121886,0.0205336524057716,-3.990183577223502,-4.241224851022641,-3.885690158064595
23-5,23,5,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
23-6,23,6,1,0,percent,0.1128778486874887,0.0925778693838903,0.120206934148568,-2.183615778818578,-2.3797051837295684,-2.1185405702020783
23-7,23,7,1,0,percent,0.1260131322209613,0.1001174455189711,0.1349872832245967,-2.074101854533955,-2.301411329554342,-2.002574703330827
23-8,23,8,1,0,percent,0.1447932192761873,0.113489558326203,0.1569293144872457,-1.9356080450800617,-2.1760444467683477,-1.851959801413545
23-9,23,9,1,0,percent,0.1687695916924728,0.130027974353071,0.1842426641196561,-1.782925816318805,-2.0400056740830728,-1.6915015637324946
23-10,23,10,1,0,percent,0.2011748753308522,0.1453759978567994,0.2229020609522454,-1.6088254963352369,-1.9284318043233544,-1.5010227928813074
23-11,23,11,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
24-1,24,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
24-2,24,2,1,0,percent,0.0843182932101221,0.0710163156455961,0.0885454340067346,-2.474726020674306,-2.6448456893262544,-2.424239480096648
24-3,24,3,1,0,percent,0.0918931495504981,0.0770030515049709,0.0970090520732869,-2.3889753387797863,-2.563910228177807,-2.332950984636084
24-4,24,4,1,0,percent,0.1010747840056973,0.082684301423873,0.1071045917888332,-2.2940673305115493,-2.492725690584418,-2.2339494287532355
24-5,24,5,1,0,percent,0.1121942068408117,0.0919272370805185,0.1191782704669192,-2.1896714424404045,-2.386757946895176,-2.1271348357550037
24-6,24,6,1,0,percent,0.1247423201833315,0.0984796311143648,0.1331997714022172,-2.084123735659874,-2.3179055568550417,-2.0159052370784987
24-7,24,7,2,0,percent,0.0483431422808674,0.0350095610840112,0.0562671201056986,-3.035984393981473,-3.352134116912319,-2.8776449269175086
24-8,24,8,1,0,percent,0.2057605033356834,0.1534629099994402,0.2293861613848911,-1.5857702766465624,-1.8742963759173925,-1.47234840137913
24-9,24,9,1,0,percent,0.2512092610445299,0.1785355083574594,0.2848995162696133,-1.3880137794764529,-1.7229678184620392,-1.2556187363092357
24-10,24,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
25-1,25,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
25-2,25,2,2,0,percent,0.0129960359608322,0.0103121038203638,0.0141472289090085,-4.345949712982127,-4.574436977053785,-4.258236511035873
25-3,25,3,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
25-4,25,4,1,0,percent,0.0914303395320524,0.0762818903481293,0.0963873542259092,-2.394012545589824,-2.573319750450345,-2.3393802662143584
25-5,25,5,1,0,percent,0.1009180923928028,0.0851497839460594,0.1067380059457307,-2.295229470687255,-2.4633434457870744,-2.237377989707178
25-6,25,6,1,0,percent,0.1132101805311448,0.0925671762145962,0.1206701831682952,-2.180864261010933,-2.3798206732130622,-2.1146942139776437
25-7,25,7,2,0,percent,0.0363091533583345,0.0271625238760886,0.0415643467251493,-3.3211397531270257,-3.6059170558676854,-3.1805125293087246
25-8,25,8,1,0,percent,0.1687020228674061,0.1307393560169053,0.1839349139980804,-1.7832258517676685,-2.0345495916459058,-1.6931733123410189
25-9,25,9,1,0,percent,0.2008944416868195,0.1470421017943002,0.2232374068067486,-1.6101241425443216,-1.9170363377273685,-1.499519469580122
25-10,25,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
26-1,26,1,2,0,percent,0.0227635796765228,0.0176994693958333,0.0253298762877517,-3.786377900768655,-4.034220675149396,-3.6757706990013546
26-2,26,2,2,0,percent,0.0363079058558509,0.0269742640121833,0.0412956015295496,-3.320981748092064,-3.6128721694615535,-3.1869992853210207
26-3,26,3,3,0,percent,0.0526691326953733,0.0368250343391731,0.0689443416769094,-2.956228232987134,-3.3015774213805926,-2.6744557435436893
26-4,26,4,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
27-1,27,1,1,0,percent,0.0774447803585985,0.0664842977401583,0.0809492179450426,-2.5595434453197328,-2.7107895356408784,-2.5139332598683475
27-2,27,2,1,0,percent,0.0842737882384956,0.070685637561699,0.0884601485413123,-2.4753018129455033,-2.6495128730167012,-2.4252031274181007
27-3,27,3,1,0,percent,0.0917797736237068,0.0774503854003038,0.096721337191799,-2.3899716970845906,-2.5581177573208222,-2.335921247381871
27-4,27,4,1,0,percent,0.0996308198925632,0.0818008163598853,0.1052823116077316,-2.3083303062524885,-2.503468058837771,-2.2511098553235698
27-5,27,5,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
27-6,27,6,1,0,percent,0.1119345244702311,0.0908768658410213,0.1191532217641479,-2.1921939330626414,-2.3982498126845493,-2.1273450362610498
27-7,27,7,2,0,percent,0.0362698572845716,0.0273246754424678,0.041269268620331,-3.321868798670494,-3.5999651909596944,-3.187637157247207
27-8,27,8,2,0,percent,0.0679637172714871,0.0478810203543482,0.0807410127877877,-2.6968373836321025,-3.03903608807308,-2.516508620204935
27-9,27,9,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
28-1,28,1,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
28-2,28,2,2,0,rank,0.1577241325837298,0.0263165024515116,0.4670475951187669,-2.09411851321919,-3.637559308979641,-0.7613241283533236
28-3,28,3,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
28-4,28,4,1,1,rank,0.3031247573651048,0.0883469025280405,0.4451866854175107,-1.2570212688538245,-2.426484151061963,-0.809261568567375
28-5,28,5,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
28-6,28,6,1,1,rank,0.0232197666562483,0.0037748038580508,0.0605384132814521,-3.9761788229440738,-5.579406868182671,-2.8044771852384405
28-7,28,7,1,1,rank,0.2076523350639711,0.068003514212531,0.3262216044161109,-1.6328275949384312,-2.6881960087974326,-1.1201783604673
28-8,28,8,1,1,rank,0.2108360287614889,0.0653397522685442,0.3228709521695834,-1.6157496996763323,-2.728155014792567,-1.1305025692015398
28-9,28,9,1,1,rank,0.309730802257218,0.1245031382909294,0.4445849638901579,-1.224334598383383,-2.083424385081219,-0.8106140980057586
28-10,28,10,1,1,rank,0.3363457038769161,0.1643983702938012,0.4535326532860281,-1.1238146929035089,-1.8054627120173037,-0.7906880092312234
28-11,28,11,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
29-1,29,1,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
29-2,29,2,1,1,rank,0.3020008173150905,0.1138976560299684,0.435126118276977,-1.2468285216975503,-2.1724549978960925,-0.8321193882708783
29-3,29,3,1,1,rank,0.3178315515851813,0.1176650968121319,0.4532049499889911,-1.197132269083713,-2.139912857841357,-0.7914108277079361
29-4,29,4,1,1,rank,0.2378321993688722,0.0832601292885926,0.3668993767912931,-1.4921506374865985,-2.4857854852350627,-1.0026676471144906
29-5,29,5,1,1,rank,0.3010350677689246,0.1224310393627728,0.4294256757657837,-1.247605911875029,-2.1002079067329325,-0.8453066021288547
29-6,29,6,1,1,rank,0.2742326383971683,0.0983272669892195,0.401537452522019,-1.343798974972925,-2.319453956909018,-0.9124544734172738
29-7,29,7,2,0,rank,0.2326103326242979,0.0483208046615571,0.5234353213622163,-1.601034992481123,-3.029893329905533,-0.6473418082929325
29-8,29,8,1,1,rank,0.2099139696414608,0.0628322707674301,0.3188420864367339,-1.620085179548324,-2.76729114069593,-1.1430593258059365
29-9,29,9,1,1,rank,0.2884997392366252,0.1132827080204464,0.4064868456853672,-1.282710521505,-2.1778687666558043,-0.9002037131041908
29-10,29,10,2,0,rank,0.175450923403612,0.0296853123263784,0.4073934201527862,-1.9421266310895249,-3.5171029205026514,-0.8979759532173723
29-11,29,11,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
30-1,30,1,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
30-2,30,2,1,1,rank,0.3156114657987409,0.1185579875484781,0.4458367930762446,-1.203648243029053,-2.132353096724527,-0.8078023299145967
30-3,30,3,1,1,rank,0.0405578497224107,0.0087504692712641,0.0877552049080792,-3.351563294031572,-4.738648761961213,-2.4332041583250876
30-4,30,4,2,0,rank,0.3710341971601485,0.0946045514507899,0.7075092186604599,-1.1023138868068056,-2.358049695638457,-0.3460046537295211
30-5,30,5,1,1,rank,0.0406613220023974,0.008548918521214,0.0884608953310889,-3.3528955615966085,-4.761950493642836,-2.4251947241455283
30-6,30,6,1,1,rank,0.3129931570048702,0.1101971566154863,0.4443084750124366,-1.212674640638873,-2.205484189016333,-0.8112361949112779
30-7,30,7,1,1,rank,0.3126158416234276,0.1112237565200631,0.4501017644074624,-1.216128967361452,-2.1962112825212734,-0.7982815795654424
30-8,30,8,2,0,rank,0.2627599814454247,0.0606438450604306,0.5579394208870013,-1.4721467457551296,-2.802737140244283,-0.5835050091524866
30-9,30,9,2,0,rank,0.1452989268618685,0.0284336196442923,0.3218690298142637,-2.1005303237836945,-3.560183063281558,-1.133610563007616
30-10,30,10,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
31-1,31,1,1,1,rank,0.2754664510418663,0.0968762679320204,0.4140060433783918,-1.3457000245040338,-2.3343207288187395,-0.8818747080278755
31-2,31,2,1,1,rank,0.2672524615174593,0.1079877939763907,0.4011169994998187,-1.365365123807616,-2.2257373916774545,-0.9135021290219566
31-3,31,3,1,1,rank,0.2722587287287024,0.0983551372967251,0.4098507288809666,-1.3568322872013026,-2.3191705007044487,-0.8919622622888455
31-4,31,4,1,1,rank,0.3122098181524889,0.1086533775845245,0.4452910951422523,-1.2181052368433785,-2.2195925216887824,-0.8090270715043261
31-5,31,5,2,0,rank,0.0043514548251412,0.0003194993215489,0.0142354039102573,-5.820898727284667,-8.048759804101358,-4.252023189487674
31-6,31,6,1,1,rank,0.2847293203404801,0.0990106925561779,0.4179126092712665,-1.3089414475806531,-2.3125274330480714,-0.8724829372036297
31-7,31,7,1,1,rank,0.2748616467058392,0.1168491391094785,0.4005630775447248,-1.334059363361125,-2.1468717416429195,-0.9148840360033516
31-8,31,8,2,0,rank,0.3256927543621608,0.0835586500273272,0.6300172734710925,-1.2391790367981133,-2.482206498154041,-0.4620081419895442
31-9,31,9,2,0,rank,0.3561592974123639,0.1169850994367369,0.6439341945905522,-1.1243775502013964,-2.1457087183144505,-0.4401587411234736
31-10,31,10,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
32-1,32,1,1,1,rank,0.2731432005435971,0.1042983948266965,0.4153443681338413,-1.3507944336615263,-2.260499340583487,-0.8786473057460409
32-2,32,2,1,1,rank,0.0902973570218319,0.0262680507052928,0.16231911013308,-2.495233047811131,-3.6394018860466377,-1.818191066805999
32-3,32,3,1,1,rank,0.3129811432822472,0.1093348660491781,0.446503868090765,-1.2159815073883264,-2.213340102174759,-0.8063072161457543
32-4,32,4,1,1,rank,0.0915754921584709,0.0222393937345045,0.1645937906528743,-2.4934085115946183,-3.8058902710047264,-1.8042747341035137
32-5,32,5,1,1,rank,0.2225545527285579,0.0795004277478331,0.3539620905470019,-1.5634916904243448,-2.5319928892467964,-1.038565460507351
32-6,32,6,1,1,rank,0.142144909655857,0.0396243332214546,0.2346702576491637,-2.032182257609263,-3.228311948504809,-1.4495739091285085
32-7,32,7,1,1,rank,0.059881112375862,0.0159390872573516,0.1163246811752865,-2.928707874939597,-4.138980920167379,-2.151370023655539
32-8,32,8,1,1,rank,0.2040764424831679,0.0584395977300363,0.317767207552909,-1.6548029166550209,-2.8397615783388237,-1.146436230916786
32-9,32,9,1,1,rank,0.3062698205544161,0.1219617516276994,0.4483248927283818,-1.2393448722836935,-2.1040477984153108,-0.8022371192873813
32-10,32,10,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
32-11,32,11,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
33-1,33,1,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
33-2,33,2,2,0,rank,0.0417900066998301,0.0056318740028195,0.1518521326036251,-3.4915964559616883,-5.179313115762062,-1.8848482867205063
33-3,33,3,2,0,rank,0.3371612832842254,0.0640268618120806,0.6483861995044927,-1.2150682439534517,-2.748452570942209,-0.4332690180071942
33-4,33,4,1,1,rank,0.151232251656433,0.0461922970500621,0.2307335781682429,-1.9534398625711071,-3.074942299206281,-1.4664915768901674
33-5,33,5,1,1,rank,0.2700947139633797,0.0882191875291591,0.4034062891887979,-1.3615932184815542,-2.4279308750590114,-0.90781106381713
33-6,33,6,1,1,rank,0.1141568334236823,0.0288846347836508,0.1893956493803247,-2.2603575275212777,-3.544446137649974,-1.6639171076476222
33-7,33,7,1,1,rank,0.3207650108934309,0.1369982097728725,0.4466950270763722,-1.1782233032611016,-1.9877874221901393,-0.8058791867775702
33-8,33,8,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
33-9,33,9,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
34-1,34,1,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
34-2,34,2,2,0,rank,0.1968948471602271,0.0454991559515679,0.4487487711893754,-1.772406580053629,-3.090062080344026,-0.8012923254208492
34-3,34,3,1,1,rank,0.3006499087690559,0.1143074499736121,0.4343958679417591,-1.2525223987936658,-2.1688635388369177,-0.8337990230194161
34-4,34,4,1,1,rank,0.0578292973318345,0.0128359240766625,0.111786200187924,-2.974455282341088,-4.355507593291517,-2.1911671591124753
34-5,34,5,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
34-6,34,6,1,1,rank,0.2760521026521757,0.0965966518951065,0.4083575803248125,-1.3378823161977536,-2.3372112049534888,-0.895612085269352
34-7,34,7,1,1,rank,0.210700891314185,0.0675378887551716,0.3316302015289998,-1.619920972646753,-2.6950665714451474,-1.103734788852479
34-8,34,8,1,1,rank,0.2789780296428165,0.104809173083781,0.4017536458238379,-1.3236637351152984,-2.255614581923017,-0.9119162075136736
34-9,34,9,1,1,rank,0.2954862451634935,0.0995881296299776,0.4444139105996863,-1.2881233159995389,-2.3067123048954787,-0.8109989197529083
34-10,34,10,1,1,rank,0.1217818477761726,0.036299448388435,0.1989892949045449,-2.1791073418943903,-3.3159532467819117,-1.6145042522179938
34-11,34,11,0,0,rank,1.0,1.0,1.0,0.0,0.0,0.0
