event_id,season,week,elim_count,use_two_stage,rule_mode,ppc_p_mean,ppc_p_q025,ppc_p_q975,ppc_logp_mean,ppc_logp_q025,ppc_logp_q975
5-8,5,8,1,0,percent,0.2027494834081607,0.1527858567588023,0.2251933284404997,-1.6003799693543117,-1.8787179969173984,-1.4907960082394307
5-9,5,9,1,0,percent,0.2532145120550694,0.181696974815246,0.288167724178307,-1.380124888624811,-1.7054151690794892,-1.244212592743395
5-10,5,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
6-1,6,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
6-2,6,2,2,0,percent,0.0156407772445731,0.0125024608449586,0.0171763203599666,-4.160829061911751,-4.381829822435424,-4.064223566991371
6-3,6,3,1,0,percent,0.1008283428373407,0.0838123245156052,0.1066683564024324,-2.2962045957791126,-2.479175221610681,-2.238030730734514
6-4,6,4,1,0,percent,0.1135390972553867,0.0948660607168618,0.1207479135652611,-2.1774214865882406,-2.3552892694075007,-2.1140502656049405
6-5,6,5,1,0,percent,0.1268677887844524,0.1015589241876644,0.1359627021139039,-2.0674624731468096,-2.2871161213481535,-1.9953746800231331
6-6,6,6,1,0,percent,0.1458130018200519,0.1138579580187241,0.1579069922905022,-1.92844804374866,-2.1728035932808374,-1.8457490760397448
6-7,6,7,1,0,percent,0.1680222340681585,0.1282095553735861,0.1837433327280358,-1.7876169425701331,-2.054089204127778,-1.6942154265867149
6-8,6,8,1,0,percent,0.2025876925203713,0.1506589210968849,0.2244846617733987,-1.6011446130907148,-1.89273679788697,-1.4939478958632209
6-9,6,9,1,0,percent,0.2561970675668635,0.1851237924919787,0.2905488868022461,-1.3678496783538217,-1.6867305724629242,-1.2359834321061216
6-10,6,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
7-1,7,1,2,0,percent,0.0131629977973113,0.0106864502126037,0.0143146593493213,-4.332932366372258,-4.538778675400934,-4.24647113862213
7-2,7,2,2,0,percent,0.0184349231654389,0.0144451522198494,0.0203351014130829,-3.997018525110772,-4.2373964093019305,-3.895406753181736
7-3,7,3,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
7-4,7,4,1,0,percent,0.1131247517818855,0.0932813556366791,0.1203384263792636,-2.1814324111770675,-2.3721350680971462,-2.117447285790406
7-5,7,5,1,0,percent,0.126353795503367,0.1019589433430745,0.1355215146029456,-2.071391270125419,-2.2831850638466644,-1.998624872436643
7-6,7,6,1,0,percent,0.1476522191035572,0.1163602906768992,0.1604372981325496,-1.9160926466941952,-2.151063947475917,-1.829852078925858
7-7,7,7,1,0,percent,0.1679306481693139,0.1263992640865472,0.1838733568427888,-1.7883300131681736,-2.0683096253981392,-1.693508036505804
7-8,7,8,1,0,percent,0.2035257742976679,0.1517260954969477,0.2256919843831102,-1.5966367723751331,-1.885678412482927,-1.488584111124635
7-9,7,9,1,0,percent,0.2561772941012343,0.1839267935199225,0.2917367169648983,-1.368246608627221,-1.6932175981722577,-1.2319035379332084
7-10,7,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
8-1,8,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
8-2,8,2,1,0,percent,0.0775554340523717,0.0674632586169763,0.0810090489144663,-2.557963620107161,-2.696172147804887,-2.5131944155656023
8-3,8,3,1,0,percent,0.0845780224048742,0.0725952017402644,0.0888035558166939,-2.471474539993983,-2.622856453416215,-2.421328586806609
8-4,8,4,2,0,percent,0.0190353390161858,0.0147150072547697,0.0210940853612042,-3.9649736818568697,-4.218887416090844,-3.858762592431205
8-5,8,5,1,0,percent,0.1120765409559872,0.0918122450262561,0.1190653108618767,-2.1907381254883553,-2.388009638729782,-2.128083105653128
8-6,8,6,1,0,percent,0.1282552918739558,0.102898082988051,0.1381064707912944,-2.0563849479186347,-2.2740162805301307,-1.9797303638275767
8-7,8,7,1,0,percent,0.1457974476788058,0.1118397444163295,0.1579663963852753,-1.928818574476928,-2.1906882861881716,-1.8453729496952904
8-8,8,8,1,0,percent,0.1681789641799431,0.1274775436778646,0.1840489422087489,-1.7866584430906098,-2.0598150594288027,-1.6925535665113982
8-9,8,9,1,0,percent,0.2026676793479965,0.1498502449682333,0.2247363829310684,-1.6010282430891392,-1.898118862643194,-1.4928271951065233
8-10,8,10,1,0,percent,0.2581429190139414,0.1893324364157534,0.2934583135530111,-1.3600060766163884,-1.66425116063274,-1.2260196826990848
8-11,8,11,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
9-1,9,1,2,0,percent,0.0085300719362742,0.0070692489901632,0.0091498423973462,-4.766212938001944,-4.952001032131418,-4.694018624191307
9-2,9,2,1,0,percent,0.0720779420154671,0.063621349519361,0.0750555349132756,-2.631090789792527,-2.7548061840275864,-2.589526974041758
9-3,9,3,2,0,percent,0.0131125544238113,0.0105229517385535,0.0142981403646204,-4.336943887480982,-4.5541965380494,-4.247625794671375
9-4,9,4,1,0,percent,0.0923957635605923,0.0780776517868096,0.0972785153597142,-2.383220081181767,-2.550051465475211,-2.330177122641809
9-5,9,5,1,0,percent,0.1007952175151432,0.0819112893665868,0.1067199587247583,-2.296868779328215,-2.502118455568779,-2.2375470836177063
9-6,9,6,2,0,percent,0.028691644134917,0.0215619046528136,0.0322883126052117,-3.5557960195689504,-3.8368271948981194,-3.433049953187321
9-7,9,7,2,0,percent,0.049151433216038,0.036150618973302,0.0571026239276068,-3.0191783774351566,-3.320061210990975,-2.8629052101800347
9-8,9,8,1,0,percent,0.2034177346677512,0.1513357510159707,0.2250492788793974,-1.5970913019704305,-1.888254516170908,-1.4914358848723
9-9,9,9,1,0,percent,0.2530394183863751,0.1787510624508567,0.2866933811445811,-1.3805358496305775,-1.721761193973092,-1.2493419940230348
9-10,9,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
10-1,10,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
10-2,10,2,1,0,percent,0.0913656140146489,0.0774149284966409,0.0960070556674594,-2.394372632379218,-2.558575657025538,-2.3433335937009545
10-3,10,3,1,0,percent,0.1022400247152759,0.0827410475987083,0.1086234252870811,-2.282649914778355,-2.492039457279138,-2.219868192324495
10-4,10,4,1,0,percent,0.1130993585032587,0.0931685381242557,0.1203521186796357,-2.1815655774487595,-2.3733451883598224,-2.1173335106048508
10-5,10,5,1,0,percent,0.1282276970723198,0.1030580283678647,0.1379017386129968,-2.0565523383131694,-2.272463068052424,-1.981213886623832
10-6,10,6,1,0,percent,0.1459763860107318,0.1151540057640263,0.1576555171196018,-1.9272130422993023,-2.1614848686613213,-1.8473428976045856
10-7,10,7,1,0,percent,0.1683275958377562,0.1284751865255082,0.183587742015794,-1.7856796189362476,-2.0520195172972335,-1.6950625679884024
10-8,10,8,1,0,percent,0.2051268698808433,0.1508123774777391,0.2282542626143851,-1.5890271892100043,-1.891718765540234,-1.4772950845486996
10-9,10,9,1,0,percent,0.2559515695470654,0.1837521429244802,0.2914303559233394,-1.3693874942913034,-1.6941674800175928,-1.2329542180374342
10-10,10,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
11-1,11,1,1,0,percent,0.084299253120937,0.0708509549814444,0.08869362152055,-2.47503717359605,-2.6471768342278557,-2.4225673029564954
11-2,11,2,1,0,percent,0.0929837415268901,0.0771704356481746,0.0984237089143481,-2.3771339290731044,-2.5617388572812256,-2.3184735604465643
11-3,11,3,1,0,percent,0.1014815906431439,0.0846842471080814,0.107456597157699,-2.289814988193116,-2.4688256890170996,-2.230668260322533
11-4,11,4,1,0,percent,0.1136173105009913,0.0931090571534395,0.1212636706280576,-2.177079568335383,-2.3739838178136727,-2.1097880087766647
11-5,11,5,1,0,percent,0.126347686266768,0.1013973010048605,0.1351895879158464,-2.0713559561304176,-2.2887088107792257,-2.001077130903707
11-6,11,6,1,0,percent,0.1430536963447437,0.112460303548864,0.1540751332235924,-1.947512796176664,-2.1851549822114467,-1.8703149175586984
11-7,11,7,1,0,percent,0.1682106256246377,0.1294201374822005,0.1834263321191762,-1.7861962069202224,-2.0446913074120356,-1.695942151960541
11-8,11,8,1,0,percent,0.2044284305833208,0.1557725264045302,0.2270488115523154,-1.592064905349982,-1.859358500031322,-1.4825902557689106
11-9,11,9,1,0,percent,0.2533335582579388,0.1837091136319928,0.2875216969211883,-1.3793035692918132,-1.69440170029071,-1.246456954177021
11-10,11,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
12-1,12,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
12-2,12,2,1,0,percent,0.0919272074128039,0.0789175486546156,0.0967830749098074,-2.388275596859029,-2.5393517807417485,-2.3352831459660415
12-3,12,3,1,0,percent,0.1021105763564154,0.0852902984623526,0.1082553343799298,-2.2836182712074216,-2.4616946629278154,-2.2232626350133406
12-4,12,4,1,0,percent,0.1122203944776289,0.0919243683649436,0.119385795101867,-2.1893827704524105,-2.3867891544509905,-2.125395054097428
12-5,12,5,1,0,percent,0.126348260088293,0.1003918159749954,0.1356540366184325,-2.0714294422852504,-2.298674590867808,-1.9976474828416213
12-6,12,6,1,0,percent,0.145596810182116,0.1156628014873505,0.1573596060419376,-1.9296961357138929,-2.15707620638359,-1.8492216084580173
12-7,12,7,1,0,percent,0.168333847446166,0.1292306775612745,0.1843083589915673,-1.7855061312094938,-2.0461563281303667,-1.691145059981919
12-8,12,8,1,0,percent,0.201729440261556,0.1490894107622903,0.2240214209379703,-1.6057654490821318,-1.9032090833936,-1.4960136026223432
12-9,12,9,1,0,percent,0.259934872054059,0.1851728045045314,0.2958163857366436,-1.3537091373771968,-1.686465871748951,-1.2180163356417844
12-10,12,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
13-1,13,1,1,0,percent,0.0844167715612415,0.0713094122003835,0.0887168271607174,-2.4736920483153435,-2.6407269518563368,-2.422305699007832
13-2,13,2,1,0,percent,0.091182300011558,0.0774863714241839,0.0957203173115541,-2.396414985834251,-2.5576532158483323,-2.346324701230948
13-3,13,3,1,0,percent,0.1003762313650149,0.0840372942076338,0.1059797241229368,-2.300557525430767,-2.476494610207693,-2.244507485027208
13-4,13,4,1,0,percent,0.1121617731029985,0.0902214467442439,0.119576673820763,-2.1902126185626116,-2.40548812398436,-2.1237974916490296
13-5,13,5,1,0,percent,0.1274265508471059,0.1028610660851452,0.1367784466654533,-2.062737995473618,-2.2743760742741217,-1.9893928400989065
13-6,13,6,1,0,percent,0.1459146329496342,0.1126645879738114,0.1583866120564802,-1.928162277432079,-2.183340646883095,-1.8427163231370112
13-7,13,7,1,0,percent,0.1684973186006109,0.1301773314521147,0.1840619954280252,-1.7845307192527426,-2.0388578067761434,-1.6924826465181122
13-8,13,8,1,0,percent,0.204952184506142,0.1502992097585428,0.2287848215479398,-1.5900692499470417,-1.895127249617151,-1.474973361101297
13-9,13,9,1,0,percent,0.2593669220591044,0.1845272901136047,0.2960122202769226,-1.3559297998945488,-1.6899579215233582,-1.2173545408523918
13-10,13,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
14-1,14,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
14-2,14,2,1,0,percent,0.0844743083869143,0.0715950411453999,0.0888286706932329,-2.472808096104414,-2.6367294687597647,-2.421045814683698
14-3,14,3,1,0,percent,0.0915498437778712,0.0781443799865751,0.0962589623551185,-2.392464563482972,-2.549197152826135,-2.340713194772582
14-4,14,4,1,0,percent,0.1009705462178521,0.0829515789340641,0.1067181749610805,-2.2949455711269025,-2.4894983232593795,-2.2375637981516316
14-5,14,5,1,0,percent,0.1132782532266813,0.0920342748506642,0.1208680884075562,-2.180241881433891,-2.3855944493421344,-2.113055506517627
14-6,14,6,1,0,percent,0.1276467701335376,0.1009759470231429,0.1374755756490916,-2.061397587773338,-2.2928729719045347,-1.9843090092984832
14-7,14,7,1,0,percent,0.1443656627162726,0.1154480725861299,0.1555520266437112,-1.9382146491793932,-2.158934438193862,-1.8607750272644297
14-8,14,8,2,0,percent,0.0679621107626051,0.048610282730137,0.0811614798006305,-2.696767131229184,-3.023920193553259,-2.511314531334439
14-9,14,9,1,0,percent,0.2524617839157656,0.1817008036642687,0.2864260139358724,-1.3828965474040709,-1.7053938863075495,-1.2502750178473023
14-10,14,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
15-1,15,1,1,0,percent,0.0776915319482428,0.0663267235139613,0.0813904154330213,-2.5565788080999834,-2.713162406987732,-2.5084977595311635
15-2,15,2,1,0,percent,0.0836355017395828,0.0701804208182577,0.0876742016237928,-2.4829088345386348,-2.656685913296326,-2.4341275890892784
15-3,15,3,2,0,percent,0.0183667726943391,0.0145233662110141,0.0202117614914427,-4.000650571285432,-4.231996553790864,-3.901490591991523
15-4,15,4,1,0,percent,0.1123500228143795,0.090881223659513,0.1195516982688232,-2.188536040237865,-2.3982019339746223,-2.1240063796678808
15-5,15,5,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
15-6,15,6,1,0,percent,0.1250930298922518,0.0994409620024037,0.1338810800986181,-2.0814099231040344,-2.308191256404723,-2.010803335028442
15-7,15,7,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
15-8,15,8,2,0,percent,0.048508611440436,0.0351401282506455,0.0564599591909448,-3.0330301001469766,-3.348411565146492,-2.874223578953762
15-9,15,9,2,0,percent,0.1024318538671063,0.0726758206029731,0.1267257825385196,-2.2885974161550973,-2.6217465495801995,-2.065729724238292
15-10,15,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
16-1,16,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
16-2,16,2,1,0,percent,0.0845620688831587,0.0725025988428516,0.0888585811213072,-2.4718080306101036,-2.624132871666093,-2.420709149183362
16-3,16,3,1,0,percent,0.0924675142362173,0.0767206130114797,0.0977059983677025,-2.3827685527090328,-2.5675848792843454,-2.325792326073159
16-4,16,4,1,0,percent,0.1015731017453654,0.0843415839924592,0.1075350347542568,-2.288908220714176,-2.4728804017443617,-2.229938579971641
16-5,16,5,1,0,percent,0.1133267178261742,0.0938043187150445,0.1206772276426715,-2.179545076157496,-2.3665443931077204,-2.1146358377926795
16-6,16,6,1,0,percent,0.1270880539500435,0.1024340470143145,0.1361773057224942,-2.065350362872945,-2.278536146185818,-1.993797524485437
16-7,16,7,1,0,percent,0.1479436507565918,0.1152557983153797,0.1606508021894699,-1.914100061988864,-2.1606012876580953,-1.8285222001013264
16-8,16,8,1,0,percent,0.1707169743984788,0.1304219079007855,0.187305625632096,-1.7716180568022692,-2.036980639809825,-1.675013634574303
16-9,16,9,1,0,percent,0.2044081850136078,0.1501869781647621,0.227212753311652,-1.592457327496911,-1.8958744199741464,-1.481868462031423
16-10,16,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
17-1,17,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
17-2,17,2,1,0,percent,0.0843839186514201,0.0724361326992173,0.0886317451172782,-2.473858477871405,-2.625050033903732,-2.4232651885479473
17-3,17,3,1,0,percent,0.0926025526653556,0.0777084567417243,0.0978427137088027,-2.3811128917554667,-2.5547912149043013,-2.3243940520803186
17-4,17,4,1,0,percent,0.1017962214517358,0.0851044670220166,0.107910436536713,-2.2866160156422137,-2.463875982741182,-2.226453687240332
17-5,17,5,1,0,percent,0.1110003960208997,0.0901453011527052,0.1180007142153988,-2.2005960195231604,-2.406332469235351,-2.137064603655008
17-6,17,6,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
17-7,17,7,1,0,percent,0.1260136710112027,0.1020245888848927,0.1347903812291063,-2.073874399820475,-2.2825414681691867,-2.004034438921966
17-8,17,8,1,0,percent,0.1441556893982624,0.1144219918808489,0.1553661945841718,-1.939760590334172,-2.1678620148947023,-1.8619704027865225
17-9,17,9,1,0,percent,0.1667872999613842,0.1279069036164172,0.1817763537880944,-1.7949107902839323,-2.056452668138671,-1.7049781732944709
17-10,17,10,1,0,percent,0.203791902677896,0.1514803820449435,0.2262822933616338,-1.595274294009872,-1.8872997747372036,-1.48597197352832
17-11,17,11,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
18-1,18,1,1,0,percent,0.084136592838367,0.071243637788392,0.0884334267553733,-2.476952483538543,-2.6416497697107895,-2.4255052500957945
18-2,18,2,2,0,percent,0.0186925664247031,0.0147507883364534,0.0206641756573168,-3.98298163652754,-4.216458799162302,-3.879353723710716
18-3,18,3,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
18-4,18,4,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
18-5,18,5,1,0,percent,0.1119571100505455,0.0910422489503982,0.1191060298104833,-2.1918766219103736,-2.39643161458135,-2.127741175781492
18-6,18,6,1,0,percent,0.1264692328503069,0.1014938885588114,0.1355249302820248,-2.0704328373393848,-2.2877567487984427,-1.9985996682685472
18-7,18,7,1,0,percent,0.144622669616052,0.1126389895792928,0.1563583733045698,-1.9369055716751944,-2.183567640891654,-1.85560464169808
18-8,18,8,1,0,percent,0.167791005538807,0.1267907042461311,0.1832782456161325,-1.7890341182808829,-2.065217552945543,-1.6967498130354572
18-9,18,9,1,0,percent,0.2027702877133867,0.1543866496728928,0.2243110771462246,-1.600015793968176,-1.8682951958646783,-1.4947214533157618
18-10,18,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
19-1,19,1,1,0,percent,0.0778852959350883,0.0666783424109067,0.0815527875848767,-2.5539934496857724,-2.707875086809811,-2.5065047680580648
19-2,19,2,1,0,percent,0.0840526417816377,0.0725303026951706,0.0879862303692071,-2.4776579102781913,-2.6237508593435983,-2.430574950011736
19-3,19,3,1,0,percent,0.0918273411056916,0.0755094098943884,0.097179127359969,-2.3899070641600977,-2.58349804124432,-2.3311993296725793
19-4,19,4,1,0,percent,0.1009706096518575,0.0840039770257181,0.1067124422796227,-2.2948306206388542,-2.476891137639486,-2.237617517601174
19-5,19,5,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
19-6,19,6,1,0,percent,0.1115773434938694,0.0903534036812065,0.1186269439282157,-2.1953881470996968,-2.4040265965011116,-2.1317716350203413
19-7,19,7,1,0,percent,0.126247251667778,0.1006596015234775,0.1355019475528545,-2.072299068140345,-2.296010736486833,-1.998769265762527
19-8,19,8,1,0,percent,0.1473143159621167,0.1173669646729304,0.1596685269720584,-1.9180876230752664,-2.142449802473634,-1.8346553198576323
19-9,19,9,1,0,percent,0.1676943983232535,0.1263744080549609,0.183608522657932,-1.789845980351499,-2.0685062894517685,-1.6949493821725297
19-10,19,10,1,0,percent,0.2052033250054044,0.1525467486004479,0.2285489084651193,-1.5885731424263374,-1.8802841880269876,-1.4760050501306028
19-11,19,11,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
20-1,20,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
20-2,20,2,1,0,percent,0.0833413560000969,0.0705197787251335,0.087174043078635,-2.4863257417560436,-2.6518620847301477,-2.4398486636248142
20-3,20,3,1,0,percent,0.0922371337564718,0.0775837861762687,0.0973631778894226,-2.3851475436973293,-2.5563968420847467,-2.329307190237556
20-4,20,4,1,0,percent,0.1008247086734502,0.0834511091344122,0.106707275643969,-2.2963326398230333,-2.483494356117243,-2.2376659351469423
20-5,20,5,1,0,percent,0.1122575322669047,0.0917559316973943,0.1196878782995099,-2.1893866596586853,-2.3886231478514186,-2.1228679394779393
20-6,20,6,1,0,percent,0.1258954772096091,0.1010607013005269,0.1348477691441831,-2.075005284693932,-2.292033940463605,-2.0036087728054173
20-7,20,7,1,0,percent,0.1427929413656649,0.1094558411727089,0.1543282251637831,-1.9497648750583592,-2.2122341179410845,-1.868673612507408
20-8,20,8,2,0,percent,0.0696249884486317,0.0504229842062877,0.083045486982228,-2.672053284719374,-2.987308217690561,-2.488366790097435
20-9,20,9,1,0,percent,0.2535683343547629,0.1846765783239294,0.2864290501652296,-1.3778044175319029,-1.689149210853371,-1.2502644169370014
20-10,20,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
21-1,21,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
21-2,21,2,3,0,percent,0.0036017792849705,0.0027313501048587,0.0040888159706759,-5.630788328103444,-5.902959259790916,-5.4994998445662775
21-3,21,3,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
21-4,21,4,1,0,percent,0.10192560574854,0.0820664591404055,0.1085915008436044,-2.285755767573264,-2.5002258840226297,-2.2201621356668375
21-5,21,5,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
21-6,21,6,1,0,percent,0.1137751597364413,0.0925376779141995,0.1212988136174685,-2.1756740343060232,-2.380139388788004,-2.1094982436471934
21-7,21,7,1,0,percent,0.1255879477819698,0.1007238243103685,0.134417547383083,-2.0773145611231993,-2.295372922757188,-2.0068042986226566
21-8,21,8,1,0,percent,0.1452067455344177,0.1118946022405519,0.1572526925026324,-1.9328880363636016,-2.1901979082761636,-1.8499012614542691
21-9,21,9,2,0,percent,0.0680027481130234,0.0489293408107803,0.0806691627046793,-2.6959380055105453,-3.0173780521796414,-2.517398899356602
21-10,21,10,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
21-11,21,11,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
22-1,22,1,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
22-2,22,2,1,0,percent,0.0849316525036225,0.0730090098305346,0.0893109105934379,-2.4673507187616677,-2.6171724260861686,-2.4156316195376353
22-3,22,3,1,0,percent,0.0919422597060132,0.0767982558465401,0.096882738004551,-2.3883113995748992,-2.5665733720748114,-2.3342539185105498
22-4,22,4,1,0,percent,0.1011261299558708,0.0835259579133168,0.1068790276769683,-2.2931870601248514,-2.482597825929143,-2.236057666714971
22-5,22,5,0,0,percent,1.0,1.0,1.0,0.0,0.0,0.0
22-6,22,6,1,0,percent,0.1128329346862313,0.0919884596946542,0.1201586912089205,-2.18400957731169,-2.386092148806804,-2.118941983130382
22-7,22,7,2,0,percent,0.0363380360722744,0.02698430579877,0.0414269402851228,-3.320254861611126,-3.612499850485175,-3.183823878276878
