event_id,season,week,elim_count,use_two_stage,ppc_p_mean,ppc_p_q025,ppc_p_q975,ppc_logp_mean,ppc_logp_q025,ppc_logp_q975
23-8,23,8,1,0,0.1447932192761873,0.11348955832620304,0.15692931448724576,-1.9356080450800617,-2.1760444467683477,-1.851959801413545
23-9,23,9,1,0,0.16876959169247285,0.13002797435307106,0.18424266411965615,-1.782925816318805,-2.0400056740830728,-1.6915015637324946
23-10,23,10,1,0,0.20117487533085227,0.1453759978567994,0.22290206095224546,-1.6088254963352369,-1.9284318043233544,-1.5010227928813074
23-11,23,11,0,0,1.0,1.0,1.0,0.0,0.0,0.0
24-1,24,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
24-2,24,2,1,0,0.08431829321012216,0.07101631564559616,0.08854543400673469,-2.474726020674306,-2.6448456893262544,-2.4242394800966482
24-3,24,3,1,0,0.09189314955049817,0.07700305150497094,0.0970090520732869,-2.3889753387797863,-2.563910228177807,-2.332950984636084
24-4,24,4,1,0,0.1010747840056973,0.08268430142387305,0.10710459178883322,-2.2940673305115493,-2.492725690584418,-2.2339494287532355
24-5,24,5,1,0,0.11219420684081177,0.09192723708051859,0.11917827046691924,-2.1896714424404045,-2.386757946895176,-2.1271348357550037
24-6,24,6,1,0,0.12474232018333155,0.09847963111436485,0.13319977140221723,-2.084123735659874,-2.3179055568550417,-2.0159052370784987
24-7,24,7,2,0,0.04834314228086741,0.03500956108401121,0.05626712010569866,-3.035984393981473,-3.352134116912319,-2.8776449269175086
24-8,24,8,1,0,0.20576050333568344,0.15346290999944023,0.22938616138489115,-1.5857702766465624,-1.8742963759173925,-1.47234840137913
24-9,24,9,1,0,0.2512092610445299,0.17853550835745943,0.2848995162696133,-1.3880137794764529,-1.7229678184620392,-1.2556187363092357
24-10,24,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
25-1,25,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
25-2,25,2,2,0,0.012996035960832248,0.010312103820363879,0.014147228909008588,-4.345949712982127,-4.574436977053785,-4.258236511035873
25-3,25,3,0,0,1.0,1.0,1.0,0.0,0.0,0.0
25-4,25,4,1,0,0.09143033953205243,0.07628189034812931,0.09638735422590924,-2.394012545589824,-2.573319750450345,-2.3393802662143584
25-5,25,5,1,0,0.1009180923928028,0.08514978394605945,0.10673800594573073,-2.295229470687255,-2.4633434457870744,-2.237377989707178
25-6,25,6,1,0,0.11321018053114483,0.09256717621459622,0.12067018316829528,-2.180864261010933,-2.3798206732130622,-2.1146942139776437
25-7,25,7,2,0,0.0363091533583345,0.02716252387608865,0.041564346725149345,-3.3211397531270257,-3.6059170558676854,-3.1805125293087246
25-8,25,8,1,0,0.16870202286740615,0.1307393560169053,0.18393491399808048,-1.7832258517676685,-2.0345495916459058,-1.6931733123410189
25-9,25,9,1,0,0.2008944416868195,0.14704210179430022,0.22323740680674864,-1.6101241425443216,-1.9170363377273685,-1.499519469580122
25-10,25,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
26-1,26,1,2,0,0.022763579676522858,0.0176994693958333,0.025329876287751706,-3.786377900768655,-4.034220675149396,-3.6757706990013546
26-2,26,2,2,0,0.036307905855850954,0.02697426401218338,0.04129560152954962,-3.320981748092064,-3.6128721694615535,-3.1869992853210207
26-3,26,3,3,0,0.052669132695373364,0.03682503433917314,0.06894434167690948,-2.956228232987134,-3.3015774213805926,-2.6744557435436893
26-4,26,4,0,0,1.0,1.0,1.0,0.0,0.0,0.0
27-1,27,1,1,0,0.07744478035859856,0.06648429774015835,0.08094921794504265,-2.5595434453197328,-2.7107895356408784,-2.5139332598683475
27-2,27,2,1,0,0.08427378823849564,0.07068563756169906,0.08846014854131232,-2.4753018129455033,-2.6495128730167012,-2.4252031274181007
27-3,27,3,1,0,0.09177977362370687,0.07745038540030387,0.09672133719179904,-2.3899716970845906,-2.5581177573208222,-2.335921247381871
27-4,27,4,1,0,0.09963081989256323,0.08180081635988538,0.10528231160773169,-2.3083303062524885,-2.503468058837771,-2.2511098553235698
27-5,27,5,0,0,1.0,1.0,1.0,0.0,0.0,0.0
27-6,27,6,1,0,0.11193452447023113,0.0908768658410213,0.11915322176414794,-2.1921939330626414,-2.3982498126845493,-2.1273450362610498
27-7,27,7,2,0,0.03626985728457162,0.027324675442467836,0.04126926862033108,-3.321868798670494,-3.5999651909596944,-3.187637157247207
27-8,27,8,2,0,0.0679637172714871,0.04788102035434828,0.0807410127877877,-2.6968373836321025,-3.0390360880730802,-2.516508620204935
27-9,27,9,0,0,1.0,1.0,1.0,0.0,0.0,0.0
28-1,28,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
28-2,28,2,2,0,0.1577241325837298,0.02631650245151164,0.4670475951187669,-2.0941185132191906,-3.6375593089796405,-0.7613241283533236
28-3,28,3,0,0,1.0,1.0,1.0,0.0,0.0,0.0
28-4,28,4,1,1,0.3031247573651048,0.08834690252804053,0.4451866854175107,-1.2570212688538245,-2.426484151061963,-0.809261568567375
28-5,28,5,0,0,1.0,1.0,1.0,0.0,0.0,0.0
28-6,28,6,1,1,0.023219766656248343,0.0037748038580508792,0.06053841328145214,-3.9761788229440738,-5.579406868182671,-2.8044771852384405
28-7,28,7,1,1,0.20765233506397118,0.06800351421253106,0.3262216044161109,-1.6328275949384312,-2.6881960087974326,-1.1201783604673
28-8,28,8,1,1,0.21083602876148894,0.06533975226854423,0.3228709521695834,-1.6157496996763325,-2.728155014792567,-1.1305025692015398
28-9,28,9,1,1,0.30973080225721805,0.12450313829092945,0.44458496389015795,-1.224334598383383,-2.083424385081219,-0.8106140980057586
28-10,28,10,1,1,0.3363457038769161,0.16439837029380122,0.4535326532860281,-1.1238146929035089,-1.8054627120173035,-0.7906880092312234
28-11,28,11,0,0,1.0,1.0,1.0,0.0,0.0,0.0
29-1,29,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
29-2,29,2,1,1,0.30200081731509054,0.11389765602996849,0.435126118276977,-1.2468285216975503,-2.1724549978960925,-0.8321193882708783
29-3,29,3,1,1,0.3178315515851813,0.11766509681213198,0.4532049499889911,-1.197132269083713,-2.139912857841357,-0.7914108277079361
29-4,29,4,1,1,0.23783219936887226,0.08326012928859261,0.3668993767912931,-1.4921506374865985,-2.4857854852350627,-1.0026676471144906
29-5,29,5,1,1,0.3010350677689246,0.12243103936277289,0.4294256757657837,-1.2476059118750287,-2.1002079067329325,-0.8453066021288547
29-6,29,6,1,1,0.2742326383971683,0.09832726698921951,0.40153745252201906,-1.343798974972925,-2.319453956909018,-0.9124544734172738
29-7,29,7,2,0,0.23261033262429798,0.048320804661557124,0.5234353213622163,-1.601034992481123,-3.029893329905533,-0.6473418082929325
29-8,29,8,1,1,0.20991396964146083,0.06283227076743017,0.3188420864367339,-1.620085179548324,-2.7672911406959306,-1.1430593258059363
29-9,29,9,1,1,0.2884997392366252,0.11328270802044647,0.40648684568536725,-1.282710521505,-2.1778687666558043,-0.9002037131041908
29-10,29,10,2,0,0.17545092340361204,0.029685312326378478,0.40739342015278623,-1.9421266310895247,-3.5171029205026514,-0.8979759532173723
29-11,29,11,0,0,1.0,1.0,1.0,0.0,0.0,0.0
30-1,30,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
30-2,30,2,1,1,0.3156114657987409,0.11855798754847814,0.44583679307624463,-1.203648243029053,-2.132353096724527,-0.8078023299145967
30-3,30,3,1,1,0.04055784972241071,0.008750469271264195,0.08775520490807924,-3.351563294031572,-4.738648761961213,-2.4332041583250876
30-4,30,4,2,0,0.37103419716014857,0.0946045514507899,0.7075092186604599,-1.1023138868068056,-2.358049695638457,-0.3460046537295211
30-5,30,5,1,1,0.0406613220023974,0.008548918521214033,0.08846089533108893,-3.3528955615966085,-4.761950493642836,-2.4251947241455283
30-6,30,6,1,1,0.3129931570048702,0.11019715661548635,0.44430847501243664,-1.212674640638873,-2.205484189016333,-0.8112361949112779
30-7,30,7,1,1,0.31261584162342765,0.1112237565200631,0.45010176440746247,-1.216128967361452,-2.1962112825212734,-0.7982815795654424
30-8,30,8,2,0,0.2627599814454247,0.060643845060430614,0.5579394208870013,-1.4721467457551296,-2.802737140244283,-0.5835050091524866
30-9,30,9,2,0,0.14529892686186857,0.028433619644292387,0.3218690298142637,-2.1005303237836945,-3.560183063281558,-1.133610563007616
30-10,30,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
31-1,31,1,1,1,0.2754664510418663,0.09687626793202049,0.41400604337839186,-1.3457000245040338,-2.3343207288187395,-0.8818747080278755
31-2,31,2,1,1,0.26725246151745935,0.10798779397639076,0.4011169994998187,-1.3653651238076159,-2.2257373916774545,-0.9135021290219566
31-3,31,3,1,1,0.2722587287287024,0.09835513729672518,0.40985072888096663,-1.3568322872013026,-2.3191705007044487,-0.8919622622888455
31-4,31,4,1,1,0.3122098181524889,0.10865337758452454,0.44529109514225235,-1.2181052368433785,-2.2195925216887824,-0.8090270715043261
31-5,31,5,2,0,0.0043514548251412915,0.0003194993215489607,0.014235403910257356,-5.820898727284667,-8.048759804101358,-4.252023189487674
31-6,31,6,1,1,0.2847293203404801,0.09901069255617796,0.4179126092712665,-1.3089414475806533,-2.3125274330480714,-0.8724829372036297
31-7,31,7,1,1,0.2748616467058392,0.11684913910947856,0.40056307754472487,-1.334059363361125,-2.1468717416429195,-0.9148840360033517
31-8,31,8,2,0,0.3256927543621608,0.08355865002732721,0.6300172734710925,-1.2391790367981133,-2.482206498154041,-0.4620081419895442
31-9,31,9,2,0,0.35615929741236396,0.11698509943673698,0.6439341945905522,-1.1243775502013964,-2.1457087183144505,-0.4401587411234736
31-10,31,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
32-1,32,1,1,1,0.27314320054359714,0.10429839482669655,0.41534436813384135,-1.3507944336615263,-2.260499340583487,-0.8786473057460409
32-2,32,2,1,1,0.09029735702183196,0.026268050705292856,0.16231911013308,-2.495233047811131,-3.6394018860466373,-1.818191066805999
32-3,32,3,1,1,0.31298114328224724,0.1093348660491781,0.44650386809076503,-1.2159815073883264,-2.213340102174759,-0.8063072161457543
32-4,32,4,1,1,0.09157549215847097,0.02223939373450452,0.16459379065287438,-2.4934085115946183,-3.8058902710047264,-1.8042747341035135
32-5,32,5,1,1,0.22255455272855795,0.07950042774783314,0.35396209054700195,-1.5634916904243448,-2.5319928892467964,-1.038565460507351
32-6,32,6,1,1,0.142144909655857,0.03962433322145462,0.23467025764916372,-2.032182257609263,-3.228311948504809,-1.4495739091285083
32-7,32,7,1,1,0.059881112375862,0.015939087257351662,0.11632468117528653,-2.928707874939597,-4.138980920167379,-2.151370023655539
32-8,32,8,1,1,0.20407644248316792,0.05843959773003637,0.31776720755290905,-1.6548029166550209,-2.8397615783388237,-1.146436230916786
32-9,32,9,1,1,0.3062698205544161,0.12196175162769947,0.44832489272838183,-1.2393448722836937,-2.1040477984153108,-0.8022371192873813
32-10,32,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
32-11,32,11,0,0,1.0,1.0,1.0,0.0,0.0,0.0
33-1,33,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
33-2,33,2,2,0,0.04179000669983013,0.00563187400281954,0.15185213260362512,-3.4915964559616883,-5.179313115762062,-1.8848482867205065
33-3,33,3,2,0,0.3371612832842254,0.06402686181208063,0.6483861995044927,-1.2150682439534517,-2.748452570942209,-0.43326901800719425
33-4,33,4,1,1,0.15123225165643306,0.04619229705006212,0.23073357816824294,-1.9534398625711074,-3.074942299206281,-1.4664915768901674
33-5,33,5,1,1,0.27009471396337975,0.08821918752915918,0.4034062891887979,-1.3615932184815542,-2.4279308750590114,-0.9078110638171301
33-6,33,6,1,1,0.1141568334236823,0.028884634783650807,0.18939564938032477,-2.2603575275212777,-3.544446137649974,-1.6639171076476222
33-7,33,7,1,1,0.3207650108934309,0.1369982097728725,0.44669502707637226,-1.1782233032611016,-1.9877874221901393,-0.8058791867775702
33-8,33,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0
33-9,33,9,0,0,1.0,1.0,1.0,0.0,0.0,0.0
34-1,34,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
34-2,34,2,2,0,0.1968948471602271,0.04549915595156794,0.44874877118937545,-1.772406580053629,-3.090062080344026,-0.8012923254208492
34-3,34,3,1,1,0.30064990876905595,0.11430744997361217,0.43439586794175916,-1.2525223987936658,-2.1688635388369177,-0.8337990230194161
34-4,34,4,1,1,0.05782929733183455,0.012835924076662505,0.111786200187924,-2.974455282341088,-4.355507593291517,-2.1911671591124753
34-5,34,5,0,0,1.0,1.0,1.0,0.0,0.0,0.0
34-6,34,6,1,1,0.2760521026521757,0.09659665189510658,0.40835758032481256,-1.3378823161977536,-2.3372112049534888,-0.895612085269352
34-7,34,7,1,1,0.21070089131418507,0.06753788875517162,0.3316302015289998,-1.619920972646753,-2.6950665714451474,-1.103734788852479
34-8,34,8,1,1,0.2789780296428165,0.10480917308378103,0.4017536458238379,-1.3236637351152984,-2.255614581923017,-0.9119162075136736
34-9,34,9,1,1,0.2954862451634935,0.09958812962997768,0.4444139105996863,-1.2881233159995389,-2.3067123048954787,-0.8109989197529083
34-10,34,10,1,1,0.12178184777617261,0.03629944838843506,0.19898929490454498,-2.1791073418943903,-3.3159532467819117,-1.6145042522179938
34-11,34,11,0,0,1.0,1.0,1.0,0.0,0.0,0.0
